food_description,code,nutrient_amount,nutrient_name,nutrient_unit,food_category_id,food_category
"pork, loin, boneless",1000.0,9.04,Total lipid (fat),G,10.0,Pork Products
"pork, loin, boneless",1000.0,19.43,Total lipid (fat),G,10.0,Pork Products
"pork, loin, boneless",1000.0,8.45,Total lipid (fat),G,10.0,Pork Products
"pork, loin, boneless",1000.0,5.08,Total lipid (fat),G,10.0,Pork Products
"pork, tenderloin, boneless",1000.0,5.34,Total lipid (fat),G,10.0,Pork Products
"pork, tenderloin, boneless",1000.0,4.41,Total lipid (fat),G,10.0,Pork Products
"pork, tenderloin, boneless",1000.0,2.35,Total lipid (fat),G,10.0,Pork Products
"pork, tenderloin, boneless",1000.0,5.21,Total lipid (fat),G,10.0,Pork Products
"pork, tenderloin, boneless",1000.0,3.64,Total lipid (fat),G,10.0,Pork Products
"pork, tenderloin, boneless",1000.0,3.34,Total lipid (fat),G,10.0,Pork Products
"pork, tenderloin, boneless",1000.0,4.12,Total lipid (fat),G,10.0,Pork Products
"pork, tenderloin, boneless",1000.0,2.78,Total lipid (fat),G,10.0,Pork Products
"chicken, breast, boneless, skinless",500.0,1.58,Total lipid (fat),G,5.0,Poultry Products
"chicken, breast, boneless, skinless",500.0,2.39,Total lipid (fat),G,5.0,Poultry Products
"chicken, breast, boneless, skinless",500.0,1.55,Total lipid (fat),G,5.0,Poultry Products
"chicken, breast, boneless, skinless",500.0,3.1,Total lipid (fat),G,5.0,Poultry Products
"chicken, breast, boneless, skinless",500.0,1.31,Total lipid (fat),G,5.0,Poultry Products
"chicken, breast, boneless, skinless",500.0,2.39,Total lipid (fat),G,5.0,Poultry Products
"chicken, breast, boneless, skinless",500.0,1.84,Total lipid (fat),G,5.0,Poultry Products
"chicken, breast, boneless, skinless",500.0,1.31,Total lipid (fat),G,5.0,Poultry Products
"chicken, thighs, boneless, skinless",500.0,6.31,Total lipid (fat),G,5.0,Poultry Products
"chicken, thighs, boneless, skinless",500.0,9.67,Total lipid (fat),G,5.0,Poultry Products
"chicken, thighs, boneless, skinless",500.0,7.57,Total lipid (fat),G,5.0,Poultry Products
"chicken, thighs, boneless, skinless",500.0,7.58,Total lipid (fat),G,5.0,Poultry Products
"chicken, thighs, boneless, skinless",500.0,8.25,Total lipid (fat),G,5.0,Poultry Products
"chicken, thighs, boneless, skinless",500.0,6.43,Total lipid (fat),G,5.0,Poultry Products
"chicken, thighs, boneless, skinless",500.0,9.92,Total lipid (fat),G,5.0,Poultry Products
"chicken, thighs, boneless, skinless",500.0,7.6,Total lipid (fat),G,5.0,Poultry Products
"beef, ribeye steak, boneless",1300.0,16.06,Total lipid (fat),G,13.0,Beef Products
"beef, ribeye steak, boneless",1300.0,17.95,Total lipid (fat),G,13.0,Beef Products
"beef, ribeye steak, boneless",1300.0,18.3,Total lipid (fat),G,13.0,Beef Products
"beef, ribeye steak, boneless",1300.0,17.36,Total lipid (fat),G,13.0,Beef Products
"beef, ribeye steak, boneless",1300.0,28.01,Total lipid (fat),G,13.0,Beef Products
"beef, ribeye steak, boneless",1300.0,15.8,Total lipid (fat),G,13.0,Beef Products
"beef, ribeye steak, boneless",1300.0,25.22,Total lipid (fat),G,13.0,Beef Products
"beef, ribeye steak, boneless",1300.0,21.58,Total lipid (fat),G,13.0,Beef Products
"beef, top round, boneless",1300.0,8.57,Total lipid (fat),G,13.0,Beef Products
"beef, top round, boneless",1300.0,5.61,Total lipid (fat),G,13.0,Beef Products
"beef, top round, boneless",1300.0,6.3,Total lipid (fat),G,13.0,Beef Products
"beef, top round, boneless",1300.0,3.21,Total lipid (fat),G,13.0,Beef Products
"beef, top round, boneless",1300.0,4.42,Total lipid (fat),G,13.0,Beef Products
"beef, top round, boneless",1300.0,5.63,Total lipid (fat),G,13.0,Beef Products
"beef, top round, boneless",1300.0,7.84,Total lipid (fat),G,13.0,Beef Products
"beef, top round, boneless",1300.0,4.04,Total lipid (fat),G,13.0,Beef Products
"beef, chuck, roast, boneless",1300.0,13.59,Total lipid (fat),G,13.0,Beef Products
"beef, chuck, roast, boneless",1300.0,23.32,Total lipid (fat),G,13.0,Beef Products
"beef, chuck, roast, boneless",1300.0,17.66,Total lipid (fat),G,13.0,Beef Products
"beef, chuck, roast, boneless",1300.0,28.72,Total lipid (fat),G,13.0,Beef Products
"beef, chuck, roast, boneless",1300.0,15.18,Total lipid (fat),G,13.0,Beef Products
"beef, chuck, roast, boneless",1300.0,16.04,Total lipid (fat),G,13.0,Beef Products
"beef, chuck, roast, boneless",1300.0,20.88,Total lipid (fat),G,13.0,Beef Products
"beef, chuck, roast, boneless",1300.0,7.0,Total lipid (fat),G,13.0,Beef Products
"beef, flank steak",1300.0,9.96,Total lipid (fat),G,13.0,Beef Products
"beef, flank steak",1300.0,12.33,Total lipid (fat),G,13.0,Beef Products
"beef, flank steak",1300.0,6.13,Total lipid (fat),G,13.0,Beef Products
"beef, flank steak",1300.0,8.13,Total lipid (fat),G,13.0,Beef Products
"beef, flank steak",1300.0,6.96,Total lipid (fat),G,13.0,Beef Products
"beef, flank steak",1300.0,11.23,Total lipid (fat),G,13.0,Beef Products
"beef, flank steak",1300.0,11.65,Total lipid (fat),G,13.0,Beef Products
"beef, flank steak",1300.0,8.8,Total lipid (fat),G,13.0,Beef Products
"Yogurt, plain, nonfat",100.0,8.07675,"Carbohydrate, by difference",G,1.0,Dairy and Egg Products
"Yogurt, plain, nonfat",100.0,0.0875,Total lipid (fat),G,1.0,Dairy and Egg Products
"Yogurt, plain, nonfat",100.0,4.22675,Protein,G,1.0,Dairy and Egg Products
"Cheese, monterey jack, solid",100.0,1.8979,"Carbohydrate, by difference",G,1.0,Dairy and Egg Products
"Cheese, monterey jack, solid",100.0,22.6171,Protein,G,1.0,Dairy and Egg Products
"Cheese, monterey jack, solid",100.0,32.63,Total lipid (fat),G,1.0,Dairy and Egg Products
"Cheese, pasteurized process cheese food or product, American, singles",100.0,8.1898,"Carbohydrate, by difference",G,1.0,Dairy and Egg Products
"Cheese, pasteurized process cheese food or product, American, singles",100.0,15.5672,Protein,G,1.0,Dairy and Egg Products
"Cheese, pasteurized process cheese food or product, American, singles",100.0,23.86,Total lipid (fat),G,1.0,Dairy and Egg Products
"Cheese, provolone, sliced",100.0,2.45312,"Carbohydrate, by difference",G,1.0,Dairy and Egg Products
"Cheese, provolone, sliced",100.0,23.45288,Protein,G,1.0,Dairy and Egg Products
"Cheese, provolone, sliced",100.0,28.13,Total lipid (fat),G,1.0,Dairy and Egg Products
"Cheese, oaxaca, solid",100.0,2.40202,"Carbohydrate, by difference",G,1.0,Dairy and Egg Products
"Cheese, oaxaca, solid",100.0,22.14498,Protein,G,1.0,Dairy and Egg Products
"Cheese, oaxaca, solid",100.0,22.1,Total lipid (fat),G,1.0,Dairy and Egg Products
"Cheese, queso fresco, solid",100.0,2.9572,"Carbohydrate, by difference",G,1.0,Dairy and Egg Products
"Cheese, queso fresco, solid",100.0,18.8848,Protein,G,1.0,Dairy and Egg Products
"Cheese, queso fresco, solid",100.0,23.36,Total lipid (fat),G,1.0,Dairy and Egg Products
"Cheese, cotija, solid",100.0,2.72432,"Carbohydrate, by difference",G,1.0,Dairy and Egg Products
"Cheese, cotija, solid",100.0,23.83568,Protein,G,1.0,Dairy and Egg Products
"Cheese, cotija, solid",100.0,27.24,Total lipid (fat),G,1.0,Dairy and Egg Products
"yogurt, plain, nonfat",100.0,0.0,Total lipid (fat),G,1.0,Dairy and Egg Products
"yogurt, plain, nonfat",100.0,0.08,Total lipid (fat),G,1.0,Dairy and Egg Products
"yogurt, plain, nonfat",100.0,0.07,Total lipid (fat),G,1.0,Dairy and Egg Products
"yogurt, plain, nonfat",100.0,0.18,Total lipid (fat),G,1.0,Dairy and Egg Products
"yogurt, plain, nonfat",100.0,0.07,Total lipid (fat),G,1.0,Dairy and Egg Products
"yogurt, plain, nonfat",100.0,0.06,Total lipid (fat),G,1.0,Dairy and Egg Products
"yogurt, plain, nonfat",100.0,0.11,Total lipid (fat),G,1.0,Dairy and Egg Products
"yogurt, plain, nonfat",100.0,0.13,Total lipid (fat),G,1.0,Dairy and Egg Products
"monterey jack cheese, block",100.0,33.39,Total lipid (fat),G,1.0,Dairy and Egg Products
"monterey jack cheese, block",100.0,32.23,Total lipid (fat),G,1.0,Dairy and Egg Products
"monterey jack cheese, block",100.0,31.89,Total lipid (fat),G,1.0,Dairy and Egg Products
"monterey jack cheese, block",100.0,33.58,Total lipid (fat),G,1.0,Dairy and Egg Products
"monterey jack cheese, block",100.0,34.39,Total lipid (fat),G,1.0,Dairy and Egg Products
"monterey jack cheese, block",100.0,32.31,Total lipid (fat),G,1.0,Dairy and Egg Products
"monterey jack cheese, block",100.0,32.21,Total lipid (fat),G,1.0,Dairy and Egg Products
"monterey jack cheese, block",100.0,31.04,Total lipid (fat),G,1.0,Dairy and Egg Products
"American pasteurized process cheese food, sliced, individually wrapped",100.0,27.5,Total lipid (fat),G,1.0,Dairy and Egg Products
"American pasteurized process cheese food, sliced, individually wrapped",100.0,26.87,Total lipid (fat),G,1.0,Dairy and Egg Products
"American pasteurized prepared cheese product, with added vitamin D, sliced, individually wrapped",100.0,22.0,Total lipid (fat),G,1.0,Dairy and Egg Products
"American pasteurized process cheese product, sliced, individually wrapped",100.0,24.7,Total lipid (fat),G,1.0,Dairy and Egg Products
"American pasteurized prepared cheese product, with added vitamin D, sliced, individually wrapped",100.0,25.8,Total lipid (fat),G,1.0,Dairy and Egg Products
"American pasteurized process cheese food, with added vitamin D, sliced, individually wrapped",100.0,22.44,Total lipid (fat),G,1.0,Dairy and Egg Products
"American pasteurized prepared cheese product, with added vitamin D, sliced, individually wrapped",100.0,21.85,Total lipid (fat),G,1.0,Dairy and Egg Products
"American pasteurized prepared cheese product, with added vitamin D, sliced, individually wrapped",100.0,19.72,Total lipid (fat),G,1.0,Dairy and Egg Products
"provolone cheese, sliced, non-smoked",100.0,27.13,Total lipid (fat),G,1.0,Dairy and Egg Products
"provolone cheese, sliced, non-smoked",100.0,31.76,Total lipid (fat),G,1.0,Dairy and Egg Products
"provolone cheese, sliced, non-smoked",100.0,26.63,Total lipid (fat),G,1.0,Dairy and Egg Products
"provolone cheese, sliced, non-smoked",100.0,27.64,Total lipid (fat),G,1.0,Dairy and Egg Products
"provolone cheese, sliced, non-smoked",100.0,28.2,Total lipid (fat),G,1.0,Dairy and Egg Products
"provolone cheese, sliced, non-smoked",100.0,27.62,Total lipid (fat),G,1.0,Dairy and Egg Products
"provolone cheese, sliced, smoked",100.0,27.8,Total lipid (fat),G,1.0,Dairy and Egg Products
"provolone cheese, sliced, smoked",100.0,28.22,Total lipid (fat),G,1.0,Dairy and Egg Products
oaxaca ,100.0,22.57,Total lipid (fat),G,1.0,Dairy and Egg Products
oaxaca ,100.0,23.14,Total lipid (fat),G,1.0,Dairy and Egg Products
oaxaca ,100.0,21.26,Total lipid (fat),G,1.0,Dairy and Egg Products
oaxaca ,100.0,20.07,Total lipid (fat),G,1.0,Dairy and Egg Products
oaxaca ,100.0,22.3,Total lipid (fat),G,1.0,Dairy and Egg Products
oaxaca ,100.0,20.79,Total lipid (fat),G,1.0,Dairy and Egg Products
oaxaca ,100.0,25.03,Total lipid (fat),G,1.0,Dairy and Egg Products
oaxaca ,100.0,21.62,Total lipid (fat),G,1.0,Dairy and Egg Products
fresco (solid),100.0,23.58,Total lipid (fat),G,1.0,Dairy and Egg Products
fresco (solid),100.0,20.46,Total lipid (fat),G,1.0,Dairy and Egg Products
fresco (solid),100.0,26.81,Total lipid (fat),G,1.0,Dairy and Egg Products
fresco (solid),100.0,23.89,Total lipid (fat),G,1.0,Dairy and Egg Products
fresco (solid),100.0,21.23,Total lipid (fat),G,1.0,Dairy and Egg Products
fresco (solid),100.0,23.42,Total lipid (fat),G,1.0,Dairy and Egg Products
fresco (solid),100.0,22.71,Total lipid (fat),G,1.0,Dairy and Egg Products
fresco (solid),100.0,24.75,Total lipid (fat),G,1.0,Dairy and Egg Products
cotija (solid),100.0,26.69,Total lipid (fat),G,1.0,Dairy and Egg Products
cotija (solid),100.0,33.65,Total lipid (fat),G,1.0,Dairy and Egg Products
cotija (solid),100.0,28.96,Total lipid (fat),G,1.0,Dairy and Egg Products
cotija (solid),100.0,23.57,Total lipid (fat),G,1.0,Dairy and Egg Products
cotija (solid),100.0,30.96,Total lipid (fat),G,1.0,Dairy and Egg Products
cotija (solid),100.0,25.99,Total lipid (fat),G,1.0,Dairy and Egg Products
cotija (solid),100.0,20.89,Total lipid (fat),G,1.0,Dairy and Egg Products
"Fish, salmon, sockeye, wild caught, raw",1500.0,0.0,"Carbohydrate, by difference",G,15.0,Finfish and Shellfish Products
"Fish, salmon, sockeye, wild caught, raw",1500.0,4.936,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"Fish, salmon, sockeye, wild caught, raw",1500.0,22.3,Protein,G,15.0,Finfish and Shellfish Products
"Fish, salmon, Atlantic, farm raised, raw",1500.0,0.0,"Carbohydrate, by difference",G,15.0,Finfish and Shellfish Products
"Fish, salmon, Atlantic, farm raised, raw",1500.0,13.11,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"Fish, salmon, Atlantic, farm raised, raw",1500.0,20.31875,Protein,G,15.0,Finfish and Shellfish Products
"Fish, tilapia, farm raised, raw",1500.0,0.0,"Carbohydrate, by difference",G,15.0,Finfish and Shellfish Products
"Fish, tilapia, farm raised, raw",1500.0,2.479,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"Fish, tilapia, farm raised, raw",1500.0,19.0,Protein,G,15.0,Finfish and Shellfish Products
"Crustaceans, shrimp, farm raised, raw",1500.0,0.48495,"Carbohydrate, by difference",G,15.0,Finfish and Shellfish Products
"Crustaceans, shrimp, farm raised, raw",1500.0,0.8013,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"Crustaceans, shrimp, farm raised, raw",1500.0,15.56875,Protein,G,15.0,Finfish and Shellfish Products
"Fish, cod, Atlantic, wild caught, raw",1500.0,0.0,"Carbohydrate, by difference",G,15.0,Finfish and Shellfish Products
"Fish, cod, Atlantic, wild caught, raw",1500.0,0.6675,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"Fish, cod, Atlantic, wild caught, raw",1500.0,16.06875,Protein,G,15.0,Finfish and Shellfish Products
"Fish, catfish, farm raised, raw",1500.0,0.0,"Carbohydrate, by difference",G,15.0,Finfish and Shellfish Products
"Fish, catfish, farm raised, raw",1500.0,7.308,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"Fish, catfish, farm raised, raw",1500.0,16.46875,Protein,G,15.0,Finfish and Shellfish Products
"Crustaceans, crab, blue swimming, lump, pasteurized, refrigerated",1500.0,0.0,"Carbohydrate, by difference",G,15.0,Finfish and Shellfish Products
"Crustaceans, crab, blue swimming, lump, pasteurized, refrigerated",1500.0,0.8075,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"Crustaceans, crab, blue swimming, lump, pasteurized, refrigerated",1500.0,18.65,Protein,G,15.0,Finfish and Shellfish Products
"shrimp, farm raised, raw, tail off, head off, shell removed, not deveined, 31/40 count",1500.0,0.55,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"shrimp, farm raised, raw, tail off, head off, shell removed, not deveined, 21/25 count",1500.0,0.92,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"shrimp, farm raised, raw, tail off, head off, shell removed, not deveined, 36/40 count",1500.0,1.37,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"shrimp, farm raised, raw, tail off, head off, shell removed, not deveined, 26/30 count",1500.0,0.76,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"shrimp, farm raised, raw, tail off, head off, shell removed, not deveined, 26/30 count",1500.0,0.5,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"shrimp, farm raised, raw, tail off, head off, shell removed, not deveined, 26/30 count",1500.0,0.74,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"shrimp, farm raised, raw, tail off, head off, shell removed, not deveined, 26/30 count",1500.0,0.99,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"shrimp, farm raised, raw, tail off, head off, shell removed, not deveined, 21/25 count",1500.0,0.58,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"salmon, sockeye, wild caught, raw, skin removed",1500.0,4.34,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"salmon, sockeye, wild caught, raw, skin removed",1500.0,4.62,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"salmon, sockeye, wild caught, raw, skin removed",1500.0,6.39,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"salmon, sockeye, wild caught, raw, skin removed",1500.0,4.9,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"salmon, sockeye, wild caught, raw, skin removed",1500.0,4.32,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"salmon, sockeye, wild caught, raw, skin removed",1500.0,3.97,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"salmon, sockeye, wild caught, raw, skin removed",1500.0,6.41,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"salmon, sockeye, wild caught, raw, skin removed",1500.0,4.54,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"salmon, Atlantic, farm raised, raw, skin removed",1500.0,13.97,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"salmon, Atlantic, farm raised, raw, skin removed",1500.0,14.79,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"salmon, Atlantic, farm raised, raw, skin removed",1500.0,13.11,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"salmon, Atlantic, farm raised, raw, skin removed",1500.0,11.36,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"salmon, Atlantic, farm raised, raw, skin removed",1500.0,13.6,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"salmon, Atlantic, farm raised, raw, skin removed",1500.0,11.56,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"salmon, Atlantic, farm raised, raw, skin removed",1500.0,10.44,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"salmon, Atlantic, farm raised, raw, skin removed",1500.0,16.04,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"tilapia, farm raised, raw, skin removed",1500.0,2.18,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"tilapia, farm raised, raw, skin removed",1500.0,2.19,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"tilapia, farm raised, raw, skin removed",1500.0,2.8,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"tilapia, farm raised, raw, skin removed",1500.0,3.74,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"tilapia, farm raised, raw, skin removed",1500.0,1.41,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"tilapia, farm raised, raw, skin removed",1500.0,2.02,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"tilapia, farm raised, raw, skin removed",1500.0,3.33,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"tilapia, farm raised, raw, skin removed",1500.0,2.16,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"cod, Atlantic, wild caught, raw, skin removed",1500.0,0.61,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"cod, Atlantic, wild caught, raw, skin removed",1500.0,0.54,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"cod, Atlantic, wild caught, raw, skin removed",1500.0,0.95,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"cod, Atlantic, wild caught, raw, skin removed",1500.0,0.49,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"cod, Atlantic, wild caught, raw, skin removed",1500.0,0.77,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"cod, Atlantic, wild caught, raw, skin removed",1500.0,0.83,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"cod, Atlantic, wild caught, raw, skin removed",1500.0,0.56,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"cod, Atlantic, wild caught, raw, skin removed",1500.0,0.59,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"catfish, farm raised, raw, skin removed",1500.0,6.82,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"catfish, farm raised, raw, skin removed",1500.0,7.13,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"catfish, farm raised, raw, skin removed",1500.0,7.14,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"catfish, farm raised, raw, skin removed",1500.0,7.45,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"catfish, farm raised, raw, skin removed",1500.0,6.83,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"catfish, farm raised, raw, skin removed",1500.0,10.11,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"catfish, farm raised, raw, skin removed",1500.0,5.86,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"catfish, farm raised, raw, skin removed",1500.0,7.12,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"crab, blue swimming, lump, pasteurized, refrigerated",1500.0,0.93,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"crab, blue swimming, lump, pasteurized, refrigerated",1500.0,0.78,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"crab, blue swimming, lump, pasteurized, refrigerated",1500.0,0.97,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"crab, blue swimming, lump, pasteurized, refrigerated",1500.0,0.7,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"crab, blue swimming, lump, pasteurized, refrigerated",1500.0,0.9,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"crab, blue swimming, lump, pasteurized, refrigerated",1500.0,0.76,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"crab, blue swimming, lump, pasteurized, refrigerated",1500.0,0.79,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"crab, blue swimming, lump, pasteurized, refrigerated",1500.0,0.63,Total lipid (fat),G,15.0,Finfish and Shellfish Products
"Squash, summer, green, zucchini, includes skin, raw",1100.0,3.27,"Carbohydrate, by difference",G,11.0,Vegetables and Vegetable Products
"Squash, summer, green, zucchini, includes skin, raw",1100.0,0.205,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, summer, green, zucchini, includes skin, raw",1100.0,0.984375,Protein,G,11.0,Vegetables and Vegetable Products
"Squash, summer, yellow, includes skin, raw",1100.0,4.39,"Carbohydrate, by difference",G,11.0,Vegetables and Vegetable Products
"Squash, summer, yellow, includes skin, raw",1100.0,0.135,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, summer, yellow, includes skin, raw",1100.0,0.890625,Protein,G,11.0,Vegetables and Vegetable Products
"Squash, winter, butternut, raw",1100.0,0.1675,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, winter, butternut, raw",1100.0,1.14875,Protein,G,11.0,Vegetables and Vegetable Products
"Squash, winter, butternut, raw",1100.0,10.50745,"Carbohydrate, by difference",G,11.0,Vegetables and Vegetable Products
"Squash, winter, acorn, raw",1100.0,0.1825,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, winter, acorn, raw",1100.0,1.25,Protein,G,11.0,Vegetables and Vegetable Products
"Squash, winter, acorn, raw",1100.0,10.48,"Carbohydrate, by difference",G,11.0,Vegetables and Vegetable Products
"Cabbage, bok choy, raw",1100.0,0.2338,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Cabbage, bok choy, raw",1100.0,1.02375,Protein,G,11.0,Vegetables and Vegetable Products
"Cabbage, bok choy, raw",1100.0,3.51495,"Carbohydrate, by difference",G,11.0,Vegetables and Vegetable Products
"Cauliflower, raw",1100.0,0.2375,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Cauliflower, raw",1100.0,1.640625,Protein,G,11.0,Vegetables and Vegetable Products
"Cauliflower, raw",1100.0,4.723075,"Carbohydrate, by difference",G,11.0,Vegetables and Vegetable Products
"Collards, raw",1100.0,0.77,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Collards, raw",1100.0,2.96875,Protein,G,11.0,Vegetables and Vegetable Products
"Collards, raw",1100.0,7.02225,"Carbohydrate, by difference",G,11.0,Vegetables and Vegetable Products
"Brussels sprouts, raw",1100.0,0.565,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Brussels sprouts, raw",1100.0,3.984375,Protein,G,11.0,Vegetables and Vegetable Products
"Brussels sprouts, raw",1100.0,9.615625,"Carbohydrate, by difference",G,11.0,Vegetables and Vegetable Products
"Beets, raw",1100.0,8.787,"Carbohydrate, by difference",G,11.0,Vegetables and Vegetable Products
"Beets, raw",1100.0,1.6875,Protein,G,11.0,Vegetables and Vegetable Products
"Beets, raw",1100.0,0.3025,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Eggplant, raw",1100.0,5.399325,"Carbohydrate, by difference",G,11.0,Vegetables and Vegetable Products
"Eggplant, raw",1100.0,0.851875,Protein,G,11.0,Vegetables and Vegetable Products
"Eggplant, raw",1100.0,0.12,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Tomatoes, whole, canned, solids and liquids, with salt added",1100.0,4.2874,"Carbohydrate, by difference",G,11.0,Vegetables and Vegetable Products
"Tomatoes, whole, canned, solids and liquids, with salt added",1100.0,0.8675,Protein,G,11.0,Vegetables and Vegetable Products
"Tomatoes, whole, canned, solids and liquids, with salt added",1100.0,0.2063,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Tomato, sauce, canned, with salt added",1100.0,6.331625,"Carbohydrate, by difference",G,11.0,Vegetables and Vegetable Products
"Tomato, sauce, canned, with salt added",1100.0,1.351875,Protein,G,11.0,Vegetables and Vegetable Products
"Tomato, sauce, canned, with salt added",1100.0,0.3825,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Tomato, paste, canned, without salt added",1100.0,20.188125,"Carbohydrate, by difference",G,11.0,Vegetables and Vegetable Products
"Tomato, paste, canned, without salt added",1100.0,4.234375,Protein,G,11.0,Vegetables and Vegetable Products
"Tomato, paste, canned, without salt added",1100.0,0.7325,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Tomatoes, crushed, canned",1100.0,7.137,"Carbohydrate, by difference",G,11.0,Vegetables and Vegetable Products
"Tomatoes, crushed, canned",1100.0,1.4375,Protein,G,11.0,Vegetables and Vegetable Products
"Tomatoes, crushed, canned",1100.0,0.3975,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Tomato, puree, canned",1100.0,8.036875,"Carbohydrate, by difference",G,11.0,Vegetables and Vegetable Products
"Tomato, puree, canned",1100.0,1.578125,Protein,G,11.0,Vegetables and Vegetable Products
"Tomato, puree, canned",1100.0,0.265,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, zucchini, raw",1100.0,0.2,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, zucchini, raw",1100.0,0.0,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, zucchini, raw",1100.0,0.21,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, zucchini, raw",1100.0,0.09,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, zucchini, raw",1100.0,0.31,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, zucchini, raw",1100.0,0.42,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, zucchini, raw",1100.0,0.21,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, zucchini, raw",1100.0,0.2,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, yellow, raw",1100.0,0.0,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, yellow, raw",1100.0,0.14,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, yellow, raw",1100.0,0.11,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
