food_description,code,nutrient_amount,nutrient_name,nutrient_unit,food_category_id,food_category
"Squash, yellow, raw",1100.0,0.0,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, yellow, raw",1100.0,0.22,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, yellow, raw",1100.0,0.28,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, yellow, raw",1100.0,0.13,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, yellow, raw",1100.0,0.2,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, butternut, raw",1100.0,0.0,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, butternut, raw",1100.0,0.08,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, butternut, raw",1100.0,0.21,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, butternut, raw",1100.0,0.17,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, butternut, raw",1100.0,0.2,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, butternut, raw",1100.0,0.17,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, butternut, raw",1100.0,0.0,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, butternut, raw",1100.0,0.51,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, acorn, raw",1100.0,0.4,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, acorn, raw",1100.0,0.39,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, acorn, raw",1100.0,0.0,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, acorn, raw",1100.0,0.0,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, acorn, raw",1100.0,0.0,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, acorn, raw",1100.0,0.32,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, acorn, raw",1100.0,0.24,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Squash, acorn, raw",1100.0,0.11,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Bok choy, regular (not baby), raw",1100.0,0.37,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Bok choy, regular (not baby), raw",1100.0,0.22,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Bok choy, regular (not baby), raw",1100.0,0.1,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Bok choy, regular (not baby), raw",1100.0,0.27,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Bok choy, regular (not baby), raw",1100.0,0.32,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Bok choy, regular (not baby), raw",1100.0,0.09,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Bok choy, regular (not baby), raw",1100.0,0.19,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Bok choy, regular (not baby), raw",1100.0,0.31,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Cauliflower, raw",1100.0,0.27,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Cauliflower, raw",1100.0,0.15,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Cauliflower, raw",1100.0,0.11,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Cauliflower, raw",1100.0,0.46,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Cauliflower, raw",1100.0,0.26,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Cauliflower, raw",1100.0,0.33,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Cauliflower, raw",1100.0,0.0,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Cauliflower, raw",1100.0,0.32,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Collards, raw",1100.0,0.69,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Collards, raw",1100.0,1.02,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Collards, raw",1100.0,0.65,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Collards, raw",1100.0,0.96,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Collards, raw",1100.0,0.44,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Collards, raw",1100.0,0.97,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Collards, raw",1100.0,0.81,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Collards, raw",1100.0,0.62,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Brussels sprouts, raw",1100.0,0.47,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Brussels sprouts, raw",1100.0,0.46,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Brussels sprouts, raw",1100.0,0.62,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Brussels sprouts, raw",1100.0,0.8,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Brussels sprouts, raw",1100.0,0.6,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Brussels sprouts, raw",1100.0,0.42,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Brussels sprouts, raw",1100.0,0.41,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Brussels sprouts, raw",1100.0,0.74,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Beets, raw",1100.0,0.23,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Beets, raw",1100.0,0.41,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Beets, raw",1100.0,0.41,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Beets, raw",1100.0,0.21,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Beets, raw",1100.0,0.34,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Beets, raw",1100.0,0.27,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Beets, raw",1100.0,0.28,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Beets, raw",1100.0,0.27,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Eggplant, Italian, raw",1100.0,0.0,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Eggplant, Italian, raw",1100.0,0.12,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Eggplant, Italian, raw",1100.0,0.14,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Eggplant, Italian, raw",1100.0,0.37,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Eggplant, Italian, raw",1100.0,0.0,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Eggplant, Italian, raw",1100.0,0.33,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Eggplant, Italian, raw",1100.0,0.0,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Eggplant, Italian, raw",1100.0,0.0,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomatoes, whole, canned, solids and liquids, with salt added",1100.0,0.2,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomatoes, whole, canned, solids and liquids, with salt added",1100.0,0.1,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomatoes, whole, canned, solids and liquids, with salt added",1100.0,0.09,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomatoes, whole, canned, solids and liquids, with salt added",1100.0,0.48,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomatoes, whole, canned, solids and liquids, with salt added",1100.0,0.0,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomatoes, whole, canned, solids and liquids, with salt added",1100.0,0.2,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomatoes, whole, canned, solids and liquids, with salt added",1100.0,0.4,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomatoes, whole, canned, solids and liquids, with salt added",1100.0,0.18,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomato, sauce, canned, with salt added",1100.0,0.36,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomato, sauce, canned, with salt added",1100.0,0.16,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomato, sauce, canned, with salt added",1100.0,0.35,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomato, sauce, canned, with salt added",1100.0,0.21,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomato, sauce, canned, with salt added",1100.0,0.49,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomato, sauce, canned, with salt added",1100.0,0.33,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomato, sauce, canned, with salt added",1100.0,0.54,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomato, sauce, canned, with salt added",1100.0,0.62,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomato, paste, canned, without salt added",1100.0,0.63,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomato, paste, canned, double- concentrated, without salt added",1100.0,0.78,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomato, paste, canned, without salt added",1100.0,0.59,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomato, paste, canned, without salt added",1100.0,0.8,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomato, paste, canned, without salt added",1100.0,0.67,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomato, paste, canned, without salt added",1100.0,1.01,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomato, paste, canned, without salt added",1100.0,0.74,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomato, paste, canned, without salt added",1100.0,0.64,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomatoes, crushed, canned, salt added",1100.0,0.38,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomatoes, crushed, canned, no salt added",1100.0,0.35,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomatoes, crushed, canned, salt added",1100.0,0.43,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomatoes, crushed, canned, salt added",1100.0,0.67,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomatoes, crushed, canned, salt added",1100.0,0.37,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomatoes, crushed, canned, salt added",1100.0,0.35,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomatoes, crushed, canned, salt added",1100.0,0.33,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomatoes, crushed, canned, salt added",1100.0,0.3,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomato, puree, canned, no salt added",1100.0,0.25,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomato, puree, canned, no salt added",1100.0,0.24,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomato, puree, canned, no salt added",1100.0,0.24,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomato, puree, canned, no salt added",1100.0,0.37,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomato, puree, canned, no salt added",1100.0,0.09,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomato, puree, canned, no salt added",1100.0,0.32,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomato, puree, canned, salt added",1100.0,0.45,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"tomato, puree, canned, no salt added",1100.0,0.16,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Apricot, with skin, raw",900.0,10.23875,"Carbohydrate, by difference",G,9.0,Fruits and Fruit Juices
"Apricot, with skin, raw",900.0,0.96125,Protein,G,9.0,Fruits and Fruit Juices
"Apricot, with skin, raw",900.0,0.405,Total lipid (fat),G,9.0,Fruits and Fruit Juices
"Melons, honeydew, raw",900.0,8.14995,"Carbohydrate, by difference",G,9.0,Fruits and Fruit Juices
"Melons, honeydew, raw",900.0,0.53125,Protein,G,9.0,Fruits and Fruit Juices
"Melons, honeydew, raw",900.0,0.2163,Total lipid (fat),G,9.0,Fruits and Fruit Juices
"Plantains, ripe, raw",900.0,30.95215,"Carbohydrate, by difference",G,9.0,Fruits and Fruit Juices
"Plantains, ripe, raw",900.0,1.15625,Protein,G,9.0,Fruits and Fruit Juices
"Plantains, ripe, raw",900.0,0.8933,Total lipid (fat),G,9.0,Fruits and Fruit Juices
"Plantains, underripe, raw",900.0,33.587325,"Carbohydrate, by difference",G,9.0,Fruits and Fruit Juices
"Plantains, underripe, raw",900.0,1.229375,Protein,G,9.0,Fruits and Fruit Juices
"Plantains, underripe, raw",900.0,0.685,Total lipid (fat),G,9.0,Fruits and Fruit Juices
"Chia seeds, dry, raw",2000.0,38.273,"Carbohydrate, by difference",G,20.0,Cereal Grains and Pasta
"Chia seeds, dry, raw",2000.0,32.89,Total lipid (fat),G,20.0,Cereal Grains and Pasta
"Chia seeds, dry, raw",2000.0,17.013,Protein,G,20.0,Cereal Grains and Pasta
"Bulgur, dry, raw",2000.0,75.88175,"Carbohydrate, by difference",G,20.0,Cereal Grains and Pasta
"Bulgur, dry, raw",2000.0,11.75625,Protein,G,20.0,Cereal Grains and Pasta
"Bulgur, dry, raw",2000.0,2.421,Total lipid (fat),G,20.0,Cereal Grains and Pasta
"Wild rice, dry, raw",2000.0,75.6695,"Carbohydrate, by difference",G,20.0,Cereal Grains and Pasta
"Wild rice, dry, raw",2000.0,12.7875,Protein,G,20.0,Cereal Grains and Pasta
"Wild rice, dry, raw",2000.0,1.704,Total lipid (fat),G,20.0,Cereal Grains and Pasta
"Arugula, baby, raw",1100.0,0.325,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Arugula, baby, raw",1100.0,1.64875,Protein,G,11.0,Vegetables and Vegetable Products
"Arugula, baby, raw",1100.0,5.36825,"Carbohydrate, by difference",G,11.0,Vegetables and Vegetable Products
"Asparagus, green, raw",1100.0,5.1012,"Carbohydrate, by difference",G,11.0,Vegetables and Vegetable Products
"Asparagus, green, raw",1100.0,1.4375,Protein,G,11.0,Vegetables and Vegetable Products
"Asparagus, green, raw",1100.0,0.2163,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Avocado, Hass, peeled, raw",900.0,20.31,Total lipid (fat),G,9.0,Fruits and Fruit Juices
"Avocado, Hass, peeled, raw",900.0,1.8125,Protein,G,9.0,Fruits and Fruit Juices
"Avocado, Hass, peeled, raw",900.0,8.3235,"Carbohydrate, by difference",G,9.0,Fruits and Fruit Juices
"Rice, black, unenriched, raw",2000.0,77.18825,"Carbohydrate, by difference",G,20.0,Cereal Grains and Pasta
"Rice, black, unenriched, raw",2000.0,7.56875,Protein,G,20.0,Cereal Grains and Pasta
"Rice, black, unenriched, raw",2000.0,3.438,Total lipid (fat),G,20.0,Cereal Grains and Pasta
"Corn, sweet, yellow and white kernels,  fresh, raw",1100.0,14.689625,"Carbohydrate, by difference",G,11.0,Vegetables and Vegetable Products
"Corn, sweet, yellow and white kernels,  fresh, raw",1100.0,2.789375,Protein,G,11.0,Vegetables and Vegetable Products
"Corn, sweet, yellow and white kernels,  fresh, raw",1100.0,1.626,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Einkorn, grain, dry, raw",2000.0,68.65381,"Carbohydrate, by difference",G,20.0,Cereal Grains and Pasta
"Einkorn, grain, dry, raw",2000.0,15.11719,Protein,G,20.0,Cereal Grains and Pasta
"Einkorn, grain, dry, raw",2000.0,3.811,Total lipid (fat),G,20.0,Cereal Grains and Pasta
"Farro, pearled, dry, raw",2000.0,72.13156,"Carbohydrate, by difference",G,20.0,Cereal Grains and Pasta
"Farro, pearled, dry, raw",2000.0,12.63944,Protein,G,20.0,Cereal Grains and Pasta
"Farro, pearled, dry, raw",2000.0,3.103,Total lipid (fat),G,20.0,Cereal Grains and Pasta
"Fonio, grain, dry, raw",2000.0,81.30525,"Carbohydrate, by difference",G,20.0,Cereal Grains and Pasta
"Fonio, grain, dry, raw",2000.0,7.16875,Protein,G,20.0,Cereal Grains and Pasta
"Fonio, grain, dry, raw",2000.0,1.693,Total lipid (fat),G,20.0,Cereal Grains and Pasta
"Khorasan, grain, dry, raw",2000.0,71.79427,"Carbohydrate, by difference",G,20.0,Cereal Grains and Pasta
"Khorasan, grain, dry, raw",2000.0,14.75573,Protein,G,20.0,Cereal Grains and Pasta
"Khorasan, grain, dry, raw",2000.0,2.8,Total lipid (fat),G,20.0,Cereal Grains and Pasta
"Kiwifruit (kiwi), green, peeled, raw",900.0,13.818075,"Carbohydrate, by difference",G,9.0,Fruits and Fruit Juices
"Kiwifruit (kiwi), green, peeled, raw",900.0,1.008125,Protein,G,9.0,Fruits and Fruit Juices
"Kiwifruit (kiwi), green, peeled, raw",900.0,0.64,Total lipid (fat),G,9.0,Fruits and Fruit Juices
"Mandarin, seedless, peeled, raw",900.0,13.421825,"Carbohydrate, by difference",G,9.0,Fruits and Fruit Juices
"Mandarin, seedless, peeled, raw",900.0,1.039375,Protein,G,9.0,Fruits and Fruit Juices
"Mandarin, seedless, peeled, raw",900.0,0.4575,Total lipid (fat),G,9.0,Fruits and Fruit Juices
"Mango, Tommy Atkins, peeled, raw",900.0,15.265,"Carbohydrate, by difference",G,9.0,Fruits and Fruit Juices
"Mango, Tommy Atkins, peeled, raw",900.0,0.5625,Protein,G,9.0,Fruits and Fruit Juices
"Mango, Tommy Atkins, peeled, raw",900.0,0.5725,Total lipid (fat),G,9.0,Fruits and Fruit Juices
"Mango, Ataulfo, peeled, raw",900.0,17.3962,"Carbohydrate, by difference",G,9.0,Fruits and Fruit Juices
"Mango, Ataulfo, peeled, raw",900.0,0.6875,Protein,G,9.0,Fruits and Fruit Juices
"Mango, Ataulfo, peeled, raw",900.0,0.6813,Total lipid (fat),G,9.0,Fruits and Fruit Juices
"Corn flour, masa harina, white or yellow, dry, raw",2000.0,76.6895,"Carbohydrate, by difference",G,20.0,Cereal Grains and Pasta
"Corn flour, masa harina, white or yellow, dry, raw",2000.0,4.34,Total lipid (fat),G,20.0,Cereal Grains and Pasta
"Corn flour, masa harina, white or yellow, dry, raw",2000.0,7.5625,Protein,G,20.0,Cereal Grains and Pasta
"Pear, Anjou, green, with skin, raw",900.0,14.7674,"Carbohydrate, by difference",G,9.0,Fruits and Fruit Juices
"Pear, Anjou, green, with skin, raw",900.0,0.3125,Protein,G,9.0,Fruits and Fruit Juices
"Pear, Anjou, green, with skin, raw",900.0,0.3713,Total lipid (fat),G,9.0,Fruits and Fruit Juices
"Plum, black, with skin, raw",900.0,13.455575,"Carbohydrate, by difference",G,9.0,Fruits and Fruit Juices
"Plum, black, with skin, raw",900.0,0.578125,Protein,G,9.0,Fruits and Fruit Juices
"Plum, black, with skin, raw",900.0,0.2825,Total lipid (fat),G,9.0,Fruits and Fruit Juices
"Rice, red, unenriched, dry, raw",2000.0,76.1545,"Carbohydrate, by difference",G,20.0,Cereal Grains and Pasta
"Rice, red, unenriched, dry, raw",2000.0,8.5625,Protein,G,20.0,Cereal Grains and Pasta
"Rice, red, unenriched, dry, raw",2000.0,3.44,Total lipid (fat),G,20.0,Cereal Grains and Pasta
"Sorghum bran, white, unenriched, dry, raw",2000.0,68.69525,"Carbohydrate, by difference",G,20.0,Cereal Grains and Pasta
"Sorghum bran, white, unenriched, dry, raw",2000.0,11.16875,Protein,G,20.0,Cereal Grains and Pasta
"Sorghum bran, white, unenriched, dry, raw",2000.0,9.259,Total lipid (fat),G,20.0,Cereal Grains and Pasta
